county_fips,population,estimated_houses,allstate_policies_in_force,allstate_pif_fraction
17179,141564,36807,2808,0.0762898361724672
17181,17337,4508,469,0.10403726708074534
17183,81922,21300,1485,0.06971830985915493
17185,11638,3027,260,0.08589362405021474
17187,16362,4252,387,0.09101599247412982
17189,13872,3608,351,0.09728381374722839
17191,16014,4165,270,0.06482593037214886
17193,16289,4236,437,0.10316336166194523
17195,59747,15534,1643,0.10576799279000901
17197,667162,173462,15090,0.08699311664802666
17199,66843,17379,1527,0.08786466424995684
17201,296152,77000,6458,0.08387012987012987
17203,36211,9414,703,0.07467601444656893
18001,33946,8826,882,0.09993201903467029
18003,349691,90920,8228,0.09049714034315882
18005,76606,19918,1561,0.07837132242192991
18007,7226,1879,211,0.11229377328366152
18009,12971,3372,411,0.12188612099644128
18011,56166,14603,1371,0.09388481818804355
18013,17883,4649,351,0.07550010755001076
18015,16307,4241,413,0.09738269276114124
18017,38832,10095,1130,0.11193660227835563
18019,112053,29136,2701,0.09270318506315212
18021,26369,6856,698,0.10180863477246208
18023,34452,8959,978,0.10916396919299029
18025,11493,2987,299,0.10010043521928357
18027,28988,7537,696,0.09234443412498342
18029,56849,14780,1484,0.10040595399188092
18031,26495,6888,687,0.09973867595818815
18033,43664,11354,1002,0.08825083670952968
18035,116866,30386,2343,0.07710787862831567
18037,42412,11027,1189,0.10782624467216831
18039,198091,51503,5236,0.10166398073898608
18041,23429,6092,624,0.10242941562705186
18043,72626,18884,2138,0.11321753865706419
18045,20211,5254,465,0.08850399695470118
18047,17405,4526,418,0.09235528060097216
18049,20401,5305,335,0.06314797360980208
18051,34808,9052,1134,0.12527618205921343
18053,71814,18672,2125,0.11380676949443017
18055,33142,8616,888,0.10306406685236769
18057,267746,69615,6396,0.09187675070028012
18059,73067,18996,2114,0.11128658664982101
18061,40155,10442,1061,0.10160888718636277
18063,141010,36660,3268,0.08914348063284233
18065,50534,13138,1612,0.12269751864819607
18067,83985,21837,1707,0.07817007830745981
18069,39420,10249,1110,0.10830324909747292
18071,44100,11466,749,0.06532356532356533
18073,35521,9236,629,0.06810307492420961
18075,22042,5732,338,0.058967201674808095
18077,36100,9385,1103,0.11752797016515716
18079,26944,7005,858,0.12248394004282655
18081,133028,34586,3932,0.11368761926791188
18083,38668,10054,700,0.0696240302367217
18085,74877,19466,1385,0.07114969690742834
18087,35372,9196,832,0.09047411918225315
18089,499352,129829,12164,0.09369247240601099
18091,118696,30862,2520,0.08165381375153911
18093,47648,12387,1243,0.1003471381286833
18095,131775,34260,3170,0.09252772913018097
18097,905601,235453,24176,0.10267866623062777
18099,46866,12186,767,0.06294107992778598
18101,12624,3283,326,0.09929942126104173
18103,34682,9017,564,0.06254851946323611
18105,136471,35482,2713,0.07646130432331887
18107,38526,10018,989,0.09872229986025155
18109,75383,19599,1770,0.09031073013929282
18111,12010,3123,360,0.11527377521613832
18113,46289,12036,1105,0.09180790960451977
18115,5480,1425,163,0.1143859649122807
18117,19333,5027,602,0.11975333200716133
18119,22216,5775,705,0.12207792207792208
18121,17619,4580,515,0.11244541484716157
18123,18290,4754,323,0.06794278502313841
18125,12275,3192,340,0.10651629072681704
18127,157705,41005,2864,0.06984514083648335
18129,21588,5613,528,0.09406734366648851
18131,13809,3590,316,0.08802228412256267
18133,35542,9241,973,0.10529163510442593
18135,26753,6957,609,0.08753773178094006
18137,28233,7341,711,0.09685328974254188
18139,17779,4622,358,0.07745564690610125
18141,267955,69667,7305,0.104855957626997
18143,23271,6050,324,0.053553719008264465
18145,49791,12946,978,0.07554456975127452
18147,18287,4753,414,0.08710288239006943
18149,21429,5571,514,0.09226350744929097
18151,34928,9082,834,0.09182999339352566
18153,21697,5643,434,0.07690944533049796
18155,9340,2428,264,0.10873146622734761
18157,172660,44893,3239,0.07214933285812933
18159,14856,3862,232,0.06007250129466598
18161,7586,1972,228,0.11561866125760649
18163,182901,47553,3896,0.0819296364056947
18165,15934,4143,455,0.10982379917933864
18167,105617,27460,1901,0.06922796795338675
18169,33267,8647,798,0.09228634208395975
18171,8309,2161,166,0.07681628875520592
18173,62831,16337,1459,0.08930648221827753
18175,26511,6893,504,0.0731176555926302
18177,69527,18077,1164,0.0643912153565304
18179,27439,7134,548,0.0768152509111298
18181,27144,7057,776,0.10996174011619668
18183,36162,9402,896,0.09529887258030206
19001,7365,1915,168,0.08772845953002611
19003,3714,966,80,0.08281573498964803
19005,17093,4444,383,0.08618361836183619
19007,13164,3422,255,0.07451782583284629
19009,5774,1501,125,0.0832778147901399
19011,27130,7055,593,0.08405386250885896
19013,134388,34939,2479,0.07095223103122585
19015,26827,6975,585,0.08387096774193549
19017,25167,6543,685,0.10469203729176219
19019,18419,4789,397,0.08289830862392984
19021,20078,5221,637,0.1220072782991764
19023,15439,4015,301,0.07496886674968867
19025,10185,2648,267,0.10083081570996978
19027,19531,5079,567,0.11163614884819846
19029,14542,3780,263,0.06957671957671957
19031,22030,5728,533,0.09305167597765363
19033,43623,11342,622,0.054840416152354084
19035,11935,3104,169,0.054445876288659795
19037,12558,3265,286,0.08759571209800919
19039,9239,2402,172,0.07160699417152373
19041,16681,4338,521,0.12010142923005994
19043,16744,4353,339,0.07787732598208132
19045,48631,12643,685,0.054180178755042316
19047,16872,4388,333,0.07588878760255241
19049,72601,18875,1689,0.08948344370860928
19051,8796,2287,141,0.06165282028858767
19053,8131,2115,181,0.08557919621749409
19055,20135,5236,364,0.06951871657754011
19057,40326,10486,1102,0.1050925042914362
19059,16661,4331,373,0.08612329716000923
19061,87043,22631,2675,0.11820069815739473
19063,10454,2719,186,0.06840750275836704
19065,20283,5273,463,0.08780580314811302
19067,16159,4200,296,0.07047619047619047
19069,12124,3153,244,0.07738661592134476
19071,7446,1936,147,0.0759297520661157
19073,9290,2416,179,0.07408940397350994
19075,11363,2954,244,0.08259986459038592
19077,12353,3213,236,0.07345160286336756
19079,15400,4002,465,0.11619190404797601
19081,10884,2830,222,0.0784452296819788
19083,16650,4331,299,0.06903717386284923
19085,15320,3983,336,0.0843585237258348
19087,20342,5290,336,0.06351606805293006
19089,11053,2873,205,0.0713539853811347
19091,9509,2472,218,0.08818770226537216
19093,7387,1920,119,0.06197916666666667
19095,16226,4218,414,0.09815078236130868
19097,20608,5357,431,0.08045547881276834
19099,35633,9265,630,0.06799784133837021
19101,17717,4607,337,0.07314955502496201
19103,133533,34720,2525,0.07272465437788019
19105,22859,5944,644,0.10834454912516824
19107,9697,2521,235,0.09321697738992463
19109,14830,3856,295,0.07650414937759337
19111,37195,9670,507,0.05243019648397104
19113,209956,54587,6402,0.11728067122208584
19115,10228,2659,166,0.06242948476871004
19117,8917,2318,217,0.09361518550474547
19119,11590,3014,223,0.07398805573988056
19121,21668,5632,597,0.10600142045454546
19123,20951,5447,483,0.08867266385166146
19125,33714,8765,641,0.07313177410154022
19127,40595,10556,1024,0.09700644183402804
19129,14167,3683,261,0.07086614173228346
19131,9808,2550,267,0.10470588235294118
19133,9108,2368,183,0.0772804054054054
19135,7570,1969,117,0.05942102590147283
19137,11789,3066,285,0.09295499021526418
19139,42144,10957,882,0.08049648626448845
19141,9569,2488,193,0.07757234726688103
19143,6378,1659,132,0.07956600361663653
19145,15931,4142,366,0.08836310960888459
19147,9805,2551,219,0.08584868678949431
19149,32410,8425,561,0.06658753709198813
19151,7568,1968,196,0.09959349593495935
19153,424175,110284,7160,0.06492328896304088
19155,92707,24105,2867,0.11893797967226716
19157,19392,5040,389,0.07718253968253969
19159,4874,1267,114,0.08997632202052092
19161,9945,2586,245,0.09474091260634183
19163,166062,43179,4107,0.09511568123393316
19165,11808,3071,218,0.07098664929990231
19167,38923,10122,878,0.08674175064216558
19169,86369,22455,1367,0.06087731017590737
19171,16033,4168,319,0.07653550863723609
19173,6698,1741,137,0.07869040781160253
19175,11994,3117,390,0.12512030798845045
19177,6872,1787,154,0.08617795187465026
19179,35575,9249,1044,0.11287706779111255
19181,43972,11433,788,0.06892329222426309
19183,18870,4907,357,0.07275320970042796
19185,6418,1669,152,0.09107249850209706
19187,37809,9829,493,0.05015769661206634
19189,12108,3148,262,0.08322744599745871
19191,20318,5283,569,0.10770395608555745
19193,94949,24687,2453,0.09936403775266335
19195,7275,1892,177,0.09355179704016914
19197,13406,3487,260,0.07456266131344996
20001,13295,3457,438,0.126699450390512
20003,8253,2145,241,0.11235431235431236
20005,16516,4293,391,0.09107849988353132
20007,4636,1205,95,0.07883817427385892
20009,27101,7046,724,0.10275333522565995
20011,15163,3942,323,0.08193810248604769
20013,10426,2710,310,0.11439114391143912
20015,66444,17277,1716,0.09932279909706546
20017,2529,656,63,0.09603658536585366
20019,3416,888,110,0.12387387387387387
20021,22399,5823,565,0.09702902284046025
20023,2691,700,84,0.12
20025,2301,598,69,0.11538461538461539
20027,8329,2166,207,0.09556786703601108
20029,9737,2531,234,0.09245357566179375
20031,8540,2220,249,0.11216216216216217
20033,1930,501,54,0.10778443113772455
20035,36225,9420,995,0.10562632696390659
20037,39927,10380,644,0.06204238921001927
20039,2979,774,91,0.11757105943152454
20041,14940,3884,351,0.09037075180226571
20043,7390,1921,172,0.08953669963560645
20045,111102,28887,3707,0.12832762142140064
20047,3053,793,95,0.11979823455233292
20049,2742,713,88,0.12342215988779803
20051,29007,7541,561,0.0743933165362684
20053,6625,1721,184,0.10691458454386985
20055,36585,9512,1091,0.11469722455845248
20057,33617,8741,614,0.0702436792129047
20059,26814,6972,427,0.06124497991967871
20061,28403,7385,898,0.12159783344617468
20063,2850,740,84,0.11351351351351352
20065,2398,624,70,0.11217948717948718
20067,7878,2048,98,0.0478515625
20069,5731,1490,171,0.11476510067114094
20071,1247,324,15,0.046296296296296294
20073,7785,2023,235,0.11616411270390509
20075,2757,716,39,0.05446927374301676
20077,5966,1552,157,0.10115979381443299
20079,36373,9458,960,0.10150137449777966
20081,4923,1280,114,0.0890625
20083,1787,465,57,0.12258064516129032
20085,13490,3507,390,0.11120615911035073
20087,19284,5015,326,0.0650049850448654
20089,3501,910,105,0.11538461538461539
20091,538612,140041,12008,0.0857463171499775
20093,3860,1003,123,0.1226321036889332
20095,7327,1906,131,0.06873032528856243
20097,2852,741,91,0.12280701754385964
20099,19749,5135,649,0.1263875365141188
20101,1751,455,49,0.1076923076923077
20103,82060,21337,2486,0.11651122463326616
20105,3132,814,87,0.10687960687960688
20107,9721,2528,209,0.08267405063291139
20109,3047,792,94,0.11868686868686869
20111,33810,8791,707,0.08042316005005119
20113,30228,7859,959,0.12202570301565084
20115,11921,3100,359,0.11580645161290322
20117,10313,2683,264,0.09839731643682445
20119,4613,1199,155,0.1292743953294412
20121,37429,9731,761,0.07820367896413524
20123,5628,1462,139,0.09507523939808482
20125,36252,9425,915,0.09708222811671087
20127,8975,2333,259,0.11101585940848693
20129,3363,874,103,0.11784897025171624
20131,10219,2658,299,0.11249059443190369
20133,16498,4290,406,0.09463869463869463
20135,3199,831,85,0.1022864019253911
20137,5650,1469,175,0.1191286589516678
20139,16738,4353,465,0.10682288077188146
20141,4113,1069,82,0.07670720299345182
20143,7602,1976,194,0.09817813765182186
20145,7421,1930,227,0.11761658031088083
20147,5612,1460,182,0.12465753424657534
20149,19272,5011,601,0.11993614049091998
20151,9218,2397,231,0.09637046307884856
20153,2377,618,64,0.10355987055016182
20155,63901,16614,1275,0.07674250631997111
20157,4823,1253,128,0.10215482841181166
20159,9749,2535,244,0.09625246548323471
20161,80055,20815,1933,0.09286572183521499
20163,5213,1355,175,0.12915129151291513
20165,3673,956,102,0.10669456066945607
20167,6574,1709,223,0.1304856641310708
20169,55430,14412,1085,0.07528448515126283
20171,4973,1293,180,0.13921113689095127
20173,491537,127798,11760,0.09202021940875445
20175,22808,5930,418,0.07048903878583473
20177,178352,46371,4267,0.09201871859567402
20179,2206,573,65,0.11343804537521815
20181,5951,1548,162,0.10465116279069768
20183,4048,1053,81,0.07692307692307693
20185,4258,1107,72,0.06504065040650407
20187,2278,593,73,0.12310286677908938
20189,5691,1480,175,0.11824324324324324
20191,30674,7977,821,0.10292089758054407
20193,7915,2058,161,0.0782312925170068
20195,2764,719,38,0.05285118219749652
20197,6533,1697,166,0.09781968179139658
20199,1553,404,52,0.12871287128712872
20201,6134,1596,164,0.10275689223057644
20203,2267,589,76,0.12903225806451613
20205,8934,2323,277,0.11924235901851055
20207,2684,698,46,0.0659025787965616
20209,150224,39057,3548,0.09084159049594183
21001,17495,4548,218,0.04793315743183817
21003,19191,4990,401,0.08036072144288577
21005,21125,5492,453,0.08248361252731246
21007,11056,2874,231,0.08037578288100208
21009,37817,9833,600,0.06101901759381674
21011,12084,3143,328,0.10435889277760102
21013,29159,7580,780,0.10290237467018469
21015,122363,31815,3259,0.10243595788150243
21017,18820,4893,494,0.10096055589617821
21019,53435,13893,1654,0.11905276038292666
21021,29293,7617,513,0.06734935013784955
21023,8377,2179,272,0.12482790270766407
21025,12908,3356,242,0.07210965435041716
21027,20041,5210,438,0.08406909788867563
21029,59687,15519,1540,0.09923319801533605
21031,11928,3102,261,0.08413926499032882
21033,12987,3377,247,0.07314184187148356
21035,36829,9575,852,0.08898172323759791
21037,89130,23173,2519,0.10870409528330384
21039,4995,1299,64,0.049268668206312545
21041,10056,2615,147,0.05621414913957935
21043,28588,7432,632,0.08503767491926803
21045,18871,4906,323,0.06583774969425193
21047,60832,15816,1147,0.07252149721800707
21049,35262,9168,1202,0.13110820244328097
21051,21188,5508,528,0.09586056644880174
21053,10216,2656,319,0.12010542168674698
21055,8450,2197,192,0.08739189804278562
21057,6558,1705,229,0.1343108504398827
21059,94946,24686,2919,0.1182451591995463
21061,9147,2379,267,0.11223203026481715
21063,5775,1502,152,0.10119840213049268
21065,14740,3833,309,0.0806157057135403
21067,294163,76481,3686,0.04819497653011859
21069,14785,3845,329,0.08556566970091027
21071,38678,10058,814,0.08093060250546828
21073,49566,12887,1791,0.13897726390936602
21075,7883,2050,140,0.06829268292682927
21077,6311,1640,204,0.12439024390243902
21079,17217,4476,387,0.08646112600536193
21081,27757,7217,585,0.08105861161147292
21083,39146,10178,890,0.0874435056003144
21085,24420,6349,486,0.07654748779335328
21087,10381,2699,174,0.0644683216005928
21089,34087,8864,762,0.08596570397111913
21091,9986,2596,188,0.0724191063174114
21093,101656,26430,2682,0.1014755959137344
21095,29406,7647,523,0.06839283379102916
21097,18672,4854,366,0.0754017305315204
21099,22608,5878,473,0.08046954746512419
21101,45822,11914,591,0.04960550612724526
21103,15570,4048,349,0.08621541501976285
21105,3610,939,52,0.055378061767838126
21107,47438,12334,894,0.07248256850981027
21109,13631,3544,298,0.08408577878103837
21111,750471,195122,13061,0.06693760826559793
21113,47915,12458,1266,0.10162144806550008
21115,22699,5902,455,0.07709251101321586
21117,156212,40616,2290,0.056381721489068344
21119,17664,4591,303,0.06599869309518623
21121,24904,6474,407,0.06286685202347853
21123,10288,2675,202,0.07551401869158879
21125,50394,13103,1012,0.07723422117072426
21127,15848,4121,280,0.06794467362290706
21129,7602,1977,84,0.042488619119878605
21131,10958,2849,244,0.08564408564408564
21133,26473,6882,499,0.07250799186283058
21135,13668,3555,372,0.10464135021097046
21137,21531,5597,605,0.10809362158299089
21139,9753,2536,221,0.08714511041009464
21141,28115,7309,743,0.1016554932275277
21143,7907,2055,138,0.06715328467153285
21145,61679,16037,2006,0.12508573922803518
21147,18040,4691,290,0.061820507354508634
21149,9907,2577,172,0.06674427629025999
21151,83351,21671,2033,0.09381200682940335
21153,13315,3463,322,0.09298296274906151
21155,19724,5128,404,0.07878315132605304
21157,31177,8105,432,0.053300431832202344
21159,12776,3323,235,0.07071922961179657
21161,18189,4728,414,0.08756345177664974
21163,32593,8474,706,0.08331366532924239
21165,6369,1655,142,0.08580060422960725
21167,21988,5717,424,0.07416477173342662
21169,10768,2800,187,0.06678571428571428
21171,11491,2989,245,0.08196721311475409
21173,26280,6833,616,0.09015073906044198
21175,14662,3813,359,0.09415158667715709
21177,30914,8037,465,0.05785740948114968
21179,45169,11744,647,0.055091961852861034
21181,7381,1919,101,0.05263157894736842
21183,24672,6415,396,0.06173031956352299
21185,69429,18051,1398,0.07744723284028586
21187,10553,2745,282,0.10273224043715846
21189,5591,1454,72,0.04951856946354883
21191,13675,3556,219,0.06158605174353206
21193,28649,7450,791,0.1061744966442953
21195,63211,16436,1549,0.09424434168897541
21197,12562,3266,290,0.08879363135333741
21199,64527,16778,1834,0.10930981046608654
21201,2073,539,53,0.09833024118738404
21203,15269,3970,331,0.08337531486146096
21205,23472,6103,528,0.08651482877273473
21207,17526,4557,255,0.05595786701777485
21209,47393,12322,877,0.07117351079370232
21211,38391,9982,1051,0.10528952113804849
21213,16785,4364,248,0.05682859761686526
21215,16033,4169,466,0.1117774046533941
21217,25905,6735,876,0.13006681514476615
21219,11745,3054,182,0.0595939751146038
21221,13422,3490,464,0.1329512893982808
21223,10287,2675,190,0.07102803738317758
21225,15547,4042,272,0.06729341909945571
21227,120374,31298,3731,0.11920889513706946
21229,11007,2862,323,0.11285814116002796
21231,20195,5251,269,0.051228337459531516
21233,14440,3754,346,0.09216835375599361
21235,51004,13261,1640,0.12367091471231431
21237,7160,1861,235,0.1262761955937668
21239,25175,6545,781,0.11932773109243698
22001,82129,21355,1737,0.08133926480917818
22003,25338,6588,607,0.09213721918639951
22005,107399,27924,2583,0.09250107434464977
22007,20945,5447,578,0.10611345694877915
22009,42094,10945,840,0.0767473732297853
22011,37777,9822,805,0.08195886784768887
22013,13296,3456,340,0.09837962962962964
22015,113892,29611,1650,0.055722535544223434
22017,257747,67016,3817,0.05695654769010386
22019,173530,45118,3154,0.06990558092114012
22021,10892,2833,165,0.05824214613483939
22023,29947,7786,405,0.052016439763678396
22025,12342,3209,249,0.07759426612651917
22027,15697,4082,304,0.0744732974032337
22029,18933,4923,415,0.0842981921592525
22031,26650,6929,618,0.08919035935921489
22033,439039,114151,6374,0.05583831941901517
22035,7663,1992,183,0.09186746987951808
22037,21785,5664,484,0.08545197740112995
22039,29427,7651,908,0.11867729708534833
22041,20011,5202,606,0.11649365628604383
22043,21981,5715,422,0.07384076990376202
22045,76477,19885,1958,0.09846618053809404
22047,34660,9011,960,0.10653645544334701
22049,17490,4548,380,0.08355321020228672
22051,432543,112463,9170,0.08153792802966309
22053,30022,7805,746,0.09557975656630364
22055,224864,58464,3587,0.061353995621237
22057,96029,24967,2029,0.08126727280009613
22059,14147,3678,324,0.08809135399673736
22061,47866,12446,1194,0.09593443676683272
22063,124862,32465,2513,0.07740643770214077
22065,17956,4668,454,0.0972579263067695
22067,28400,7384,442,0.05985915492957746
22069,39834,10358,899,0.08679281714616721
22071,343829,89395,6028,0.06743106437720231
22073,147875,38447,4966,0.12916482430358675
22075,23042,5990,540,0.09015025041736227
22077,21312,5541,527,0.09510918606749684
22079,131257,34126,3670,0.10754263611322745
22081,8868,2305,130,0.05639913232104121
22083,14499,3770,385,0.10212201591511937
22085,23368,6075,521,0.08576131687242798
22087,35890,9331,993,0.10641946200835924
22089,51302,13339,1425,0.10682959742109603
22091,6157,1601,137,0.08557151780137415
22093,23013,5983,686,0.11465819822831355
22095,46944,12206,1404,0.11502539734556776
22097,70102,18227,1895,0.10396664289241235
22099,46503,12091,1042,0.08617980315937473
22101,54767,14240,1503,0.10554775280898876
22103,234181,60888,5619,0.09228419392983839
22105,127660,33192,2407,0.0725174740901422
22107,5252,1366,134,0.09809663250366032
22109,112513,29254,3081,0.10531893074451357
22111,26725,6948,571,0.08218192285549798
22113,53913,14017,987,0.0704144966825997
22115,52200,13572,1209,0.08908045977011494
22117,47799,12428,933,0.07507241712262633
22119,42598,11076,1003,0.09055615745756591
22121,23999,6240,545,0.08733974358974358
22123,11807,3070,289,0.09413680781758958
22125,15625,4063,456,0.11223234063499878
22127,16054,4174,443,0.10613320555821754
23001,107696,28001,2888,0.10313917360094282
23003,72527,18855,1767,0.09371519490851234
23005,282052,73334,7243,0.09876728393378242
23007,29979,7797,828,0.10619469026548672
23009,57307,14897,1481,0.09941598979660335
23011,121970,31713,2582,0.08141771513259546
23013,39736,10333,837,0.08100261298751572
23015,34457,8962,739,0.08245927248382058
23017,58602,15234,1362,0.08940527766837338
23019,145503,37829,3238,0.08559570699727723
23021,22034,5728,547,0.09549581005586592
23023,35281,9174,847,0.09232613908872901
23025,52114,13551,1101,0.08124861633827762
23027,38829,10096,825,0.08171553090332805
23029,33018,8585,712,0.08293535235876529
23031,197131,51254,4412,0.08608108635423577
24001,73168,19024,1989,0.10455214465937762
24003,550079,143020,11777,0.08234512655572647
24005,803478,208904,16109,0.07711197487841305
24009,86333,22445,2032,0.09053241256404544
24011,32323,8402,550,0.0654606046179481
24013,152044,39531,3938,0.09961802129973944
24015,101080,26280,2163,0.08230593607305936
24017,146622,38121,4286,0.11243146821961648
24019,31914,8298,898,0.10821884791516027
24021,244437,63553,7085,0.11148175538526899
24023,31875,8286,575,0.06939415882210959
24025,244292,63517,4786,0.07534990632429113
24027,288993,75140,6133,0.08162097418152782
24029,24768,6439,411,0.06382978723404255
24031,980881,255027,25251,0.0990130456775165
24033,856107,222588,17612,0.07912376228727515
24035,44760,11638,794,0.06822478089018731
24037,103749,26971,2244,0.08320047458381225
24039,24843,6458,472,0.07308764323319913
24041,37696,9801,1091,0.11131517192123253
24043,151613,39419,3077,0.07805880412998807
24045,100068,26020,2861,0.10995388162951576
24047,51657,13433,1395,0.10384873073773543
24510,610514,158734,10330,0.06507742512631194
25001,216942,56407,3691,0.06543514102859574
25003,131219,34117,3060,0.0896913562153765
25005,548271,142550,13133,0.09212907751666082
25007,17147,4458,317,0.07110812023328847
25009,743358,193276,16560,0.08568058113785468
25011,70889,18430,1789,0.09706999457406403
25013,462640,120286,11530,0.09585487920456245
25015,159176,41388,4234,0.10230018362810477
25017,1494025,388451,31426,0.0809008085961936
25019,10172,2646,182,0.06878306878306878
25021,684599,177997,15061,0.08461378562560043
25023,492952,128169,10000,0.0780219865958227
25025,716794,186366,13575,0.07284053958340041
25027,798124,207511,19126,0.09216860792921822
26001,12359,3213,311,0.0967942732648615
26003,8879,2309,234,0.10134257254222608
26005,142372,37020,3208,0.08665586169638033
26007,27998,7279,469,0.06443192746256354
26009,22943,5964,501,0.08400402414486921
26011,14315,3721,387,0.10400429991937651
26013,8693,2260,177,0.07831858407079646
26015,49279,12812,1311,0.1023259444270996
26017,104814,27251,2004,0.07353858573997285
26019,22013,5723,502,0.08771623274506378
26021,168117,43708,3553,0.08128946645922944
26023,45752,11897,1081,0.09086324283432798
26025,136259,35428,2882,0.0813480862594558
26027,42623,11082,992,0.08951452806352644
26029,27048,7033,479,0.0681074932461254
26031,22384,5821,419,0.07198075931970452
26033,38978,10134,1185,0.11693309650680876
26035,33835,8798,722,0.08206410547851785
26037,83015,21584,1882,0.08719421793921424
26039,11889,3091,262,0.08476221287609188
26041,37237,9683,767,0.079210988330063
26043,26255,6826,477,0.06987987108116027
26045,115752,30095,2445,0.08124273135072271
26047,34927,9080,884,0.0973568281938326
26049,402994,104779,9061,0.08647725212113114
26051,29700,7722,608,0.07873607873607874
26053,16499,4289,375,0.08743296805782233
26055,51877,13488,1656,0.12277580071174377
26057,45082,11722,1113,0.09494966729227095
26059,46078,11980,1195,0.09974958263772955
26061,37767,9818,730,0.07435322876349562
26063,30650,7969,785,0.09850671351487013
26065,271244,70523,5829,0.08265388596628051
26067,63315,16461,1721,0.1045501488366442
26069,26264,6828,723,0.10588752196836555
26071,11760,3059,224,0.07322654462242563
26073,67206,17473,1917,0.10971212728209237
26075,160394,41702,3017,0.07234665004076543
26077,247216,64276,4487,0.06980832659157384
26079,17255,4487,455,0.10140405616224649
26081,594877,154664,10643,0.0688136864428697
26083,1923,499,39,0.0781563126252505
26085,11281,2934,215,0.0732788002726653
26087,86995,22618,2276,0.10062781855159607
26089,53981,14036,1736,0.12368196067255628
26091,99681,25917,2441,0.09418528379056218
26093,186514,48494,4713,0.09718728090072999
26095,6687,1738,194,0.11162255466052934
26097,10193,2649,273,0.10305775764439411
26099,839693,218322,18508,0.08477386612434844
26101,24784,6444,638,0.0990068280571074
26103,68475,17805,1786,0.10030890199382196
26105,26670,6934,565,0.08148254975483127
26107,39775,10342,753,0.07280990137304197
26109,23311,6060,621,0.10247524752475247
26111,80279,20872,2069,0.09912801839785358
26113,13023,3387,339,0.10008857395925598
26115,159523,41476,4352,0.10492815121998264
26117,66093,17184,1312,0.07635009310986965
26119,7303,1899,143,0.07530279094260137
26121,173790,45188,4208,0.09312206780561211
26123,43605,11338,919,0.08105485976362674
26125,1227550,319158,28974,0.09078262177354163
26127,27366,7116,622,0.08740865654862282
26129,20451,5317,612,0.11510250141056987
26131,6313,1641,143,0.08714198659354053
26133,27262,7088,764,0.10778781038374718
26135,10965,2851,283,0.09926341634514206
26137,23699,6162,495,0.08033106134371958
26139,246821,64174,5196,0.08096736996291333
26141,14772,3840,450,0.1171875
26143,27105,7047,736,0.10444160635731517
26145,199404,51844,3707,0.07150297044981097
26147,164662,42813,4394,0.10263237801602317
26149,61796,16068,995,0.0619243216330595
26151,45569,11849,1237,0.1043969955270487
26153,8329,2165,211,0.09745958429561201
26155,75396,19603,2119,0.10809569963781054
26157,55454,14417,1426,0.09891100783796906
26159,79971,20792,2090,0.10051943055021162
26161,331184,86107,6237,0.0724331355174376
26163,1815588,472051,38900,0.08240635016131731
26165,32320,8402,587,0.06986431801951916
27001,19005,4940,492,0.09959514170040486
27003,346448,90075,9594,0.106511240632806
27005,31203,8111,734,0.09049439033411416
27007,42270,10988,880,0.08008736803785949
27009,30822,8013,585,0.07300636465743167
27011,5242,1363,117,0.08584005869405723
27013,64843,16859,1376,0.08161812681653716
27015,27369,7116,470,0.06604834176503653
27017,37462,9740,971,0.09969199178644764
27019,86318,22443,2179,0.09709040680835895
27021,34663,9012,667,0.07401242787394585
27023,11704,3044,175,0.05749014454664914
27025,51077,13280,945,0.07115963855421686
27027,59279,15413,949,0.061571400765587495
27029,12638,3285,280,0.0852359208523592
27031,5176,1347,129,0.0957683741648107
27033,11458,2978,222,0.0745466756212223
27035,58565,15226,1414,0.09286746354919218
27037,400012,104004,11515,0.11071689550401907
27039,19795,5146,549,0.10668480373105324
27041,32678,8497,823,0.09685771448746616
27043,14176,3686,355,0.09631036353771026
27045,23034,5987,499,0.08334725238015701
27047,29788,7742,762,0.09842417979850168
27049,47338,12308,984,0.0799480012999675
27051,6422,1670,178,0.10658682634730539
27053,1161351,301953,33345,0.11043109358078906
27055,19952,5187,604,0.1164449585502217
27057,18184,4728,270,0.05710659898477157
27059,30612,7960,909,0.1141959798994975
27061,44807,11650,1299,0.11150214592274678
27063,9850,2561,304,0.11870363139398672
27065,19542,5081,323,0.06357016335367054
27067,41711,10845,875,0.08068234209313048
27069,4565,1186,132,0.11129848229342328
27071,13702,3562,424,0.11903425042111174
27073,6961,1809,205,0.11332227750138198
27075,16491,4287,468,0.10916724982505248
27077,4624,1203,103,0.085619285120532
27079,34312,8920,566,0.06345291479820628
27081,5831,1517,153,0.1008569545154911
27083,26748,6953,382,0.05494031353372645
27085,37718,9808,687,0.07004486133768352
27087,6286,1635,168,0.10275229357798166
27089,6239,1621,187,0.11536088834053054
27091,21136,5494,543,0.09883509282854022
27093,22868,5946,500,0.08409014463504877
27095,31920,8300,691,0.08325301204819277
27097,31270,8128,788,0.09694881889763779
27099,39835,10356,1025,0.09897643877945153
27101,8129,2114,196,0.09271523178807947
27103,31897,8293,659,0.07946460870613771
27105,20654,5370,415,0.07728119180633147
27107,6630,1724,161,0.09338747099767981
27109,142146,36957,3286,0.08891414346402576
27111,54109,14069,1239,0.08806596062264553
27113,14214,3695,308,0.08335588633288227
27115,28405,7384,622,0.0842361863488624
27117,9417,2449,163,0.06655777868517762
27119,33692,8759,864,0.09864139741979679
